sta_name,sta_code,mun_code,mun_name,Tractor Tipo 1 (unidades),Tractor Tipo 2 (unidades),Arados T1 (unidades),Cultivadora T1 (unidades),Desmalezadoras T1 (unidades),Equipo de aspersión de pesticidas T1 (unidades),Equipo de bombeo T1 (unidades),Fertilizadora T1 (unidades),"Otras maquinarias, equipos o implementos T1 (unidades)",Rastras T1 (unidades),Remolque T1 (unidades),Sembradoras T1 (unidades),Sierra T1 (unidades),Trilladoras T1 (unidades),Arados T2 (unidades),Cultivadora T2 (unidades),Desmalezadoras T2 (unidades),Equipo de aspersión de pesticidas T2 (unidades),Equipo de bombeo T2 (unidades),Fertilizadora T2 (unidades),"Otras maquinarias, equipos o implementos T2 (unidades)",Rastras T2 (unidades),Remolque T2 (unidades),Sembradoras T2 (unidades),Sierra o motosierra T2 (unidades),Trilladoras T2 (unidades),Productores de Algodón,Productores de Amaranto,Productores de Arroz,Productores de Avena forrajera,Productores de Brócoli,Productores de Calabaza/calabacita,Productores de Cebada grano,Productores de Cebolla,Productores de Chile,Productores de Frijol,Productores de Jitomate (Tomate rojo),Productores de Maíz forrajero,Productores de Maíz grano amarillo,Productores de Maíz grano blanco,Productores de Melón,Productores de Papa,Productores de Sandia,Productores de Sorgo forrajero,Productores de Sorgo grano,Productores de Soya,Productores de Tomate de cáscara (tomatillo),Productores de Trigo grano,Superficie sembrada de Algodón (ha),Superficie sembrada de Amaranto (ha),Superficie sembrada de Arroz (ha),Superficie sembrada de Avena forrajera (ha),Superficie sembrada de Brócoli (ha),Superficie sembrada de Calabaza/calabacita (ha),Superficie sembrada de Cebada grano (ha),Superficie sembrada de Cebolla (ha),Superficie sembrada de Chile (ha),Superficie sembrada de Frijol (ha),Superficie sembrada de Jitomate (Tomate rojo) (ha),Superficie sembrada de Maíz forrajero (ha),Superficie sembrada de Maíz grano amarillo (ha),Superficie sembrada de Maíz grano blanco (ha),Superficie sembrada de Melón (ha),Superficie sembrada de Papa (ha),Superficie sembrada de Sandia (ha),Superficie sembrada de Sorgo forrajero (ha),Superficie sembrada de Sorgo grano (ha),Superficie sembrada de Soya (ha),Superficie sembrada de Tomate de cascara (Tomatillo) (ha),Superficie sembrada de Trigo grano (ha),Producción de Algodón (ton),Producción de Amaranto (ton),Producción de Arroz (ton),Producción de Avena forrajera (ton),Producción de Brócoli (ton),Producción de Calabaza/calabacita (ton),Producción de Cebada grano (ton),Producción de Cebolla (ton),Producción de Chile (ton),Producción de Frijol (ton),Producción de Jitomate (Tomate rojo) (ton),Producción de Maíz forrajero (ton),Producción de Maíz grano amarillo (ton),Producción de Maíz grano blanco (ton),Producción de Melón (ton),Producción de Papa (ton),Producción de Sandia (ton),Producción de Sorgo forrajero (ton),Producción de Sorgo grano (ton),Producción de Soya (ton),Producción de Tomate de cáscara (tomatillo) (ton),Producción de Trigo  (ton)
Oaxaca,20,20499,Santiago Yolomécatl,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,1,3,0,13,4,0,1,0,0,0,0,0,6,0,16,0,0,0,57,0,0,31,144,0,0,0,0,0,0,0,11,0,0,0,1.425,0,23.944,0,0,0,58.975,0,0,29.97,219.481,0,0,0,0,0,0,0,11.975,0,0,0,0.745,0,1.45,0,0,0,3.02,0,0,31.1865,59.23,0,0,0,0,0,0,0,0
Oaxaca,20,20500,Santiago Yosondúa,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,5,1,1,1,0,1,0,0,0,24,0,34,0,5,3,590,49,15,126,1759,0,0,0,3,0,0,13,26,0,0,0,19.912,0,14.11,0,1.29,0.35,326.7145,4.3,18.8445,112.4,1789.975,0,0.05,0,1.1,0,0.15,3.725,15.2,0,0,0,97.8095,0,13.571,0,4.83,0.09,142.7188,81.722,28.6566,240.3403,1267.434,0,0.2,0,10.418,0,0.02,10.01,0
Oaxaca,20,20501,Santiago Yucuyachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,0,0,0,14.75,0,0,37.53,71.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0.109,0,0,78.465,36.6151,0,0,0,0,0,0,0,0
Oaxaca,20,20502,Santiago Zacatepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,7,121,0,0,378,297,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6675,0,0,4.3,148.835,0.3,0,530.45,553,0,0,0,0,0,0,0,0,0,0,0,0,0,177.7632,0,0,0.984,16.0053,0.05,0,357.6028,381.3184,0,0,0,0,0,0,0,0
Oaxaca,20,20503,Santiago Zoochila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,14,0,0,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4.805,0,0,0,2.23,0.03,0,8.465,7.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0.052,0,0,1.155,1.022,0,0,0,0,0,0,0,0
Oaxaca,20,20506,Santo Domingo Albarradas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,3,1,0,0,19,0,0,0,0,0,0,50,0,0,0,60,0,0,70,104,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0.5,0,64.25,1,0,84.25,123.75,0,0,0,0,0,0,0.25,3,0,0,0,0,0,63.303,0,0.8525,0,19.8584,85.9,0,86.825,143.7397,0,0,0,0,0,0,0.005,0
Oaxaca,20,20507,Santo Domingo Armenta,2,27,1,0,0,0,0,0,1,1,0,0,0,0,4,1,4,11,20,0,3,18,1,6,22,0,0,0,0,0,0,4,0,0,19,4,0,0,11,552,0,0,3,0,0,0,0,0,0,0,0,0,0,1.507,0,0,12.8504,3.003,1.8182,5,62.4596,1534.0764,0.001,0,0.005,3,3,0,0,0,0,0,0,0,0,31.5461,0,0,17.1137,1.508,13.5465,4.5,333.3959,1899.0036,0.004,0,0.0674,41.34,8.9055,0,0,0
Oaxaca,20,20508,Santo Domingo Chihuitán,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,3,3,1,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,12,159,0,0,0,18,46,0,0,0,0,0,0,0,0,1,0,0,0,5.5,0.005,0,24.8,347.3493,0,0,2,56.2062,189.6938,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1056,0,220.2476,341.9634,0,0,1,799.4021,180.552,0,0,0
Oaxaca,20,20509,Santo Domingo de Morelos,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,3,0,11,5,1,4,3,0,0,0,0,0,0,131,0,0,19,66,5,0,4,1444,0,0,4,0,0,0,0,0,0,0,0,0,0,207.8125,0,0,10.3286,47.3833,3.0236,1.5,6,2355.8767,1.5,0,4.5,0,0,0,0,0,0,0,0,0,0,273.0679,0,0,25.6563,19.4278,0.61,1.2,10.4,3496.1486,4,0,48.4727,0,0,0,0,0
Oaxaca,20,20505,Santo Domingo Ingenio,8,76,7,2,2,3,0,1,4,6,0,6,0,1,41,3,11,10,2,4,21,37,1,31,2,2,0,0,0,0,0,18,0,0,0,7,0,0,11,359,0,0,4,87,512,0,0,0,0,0,0,0,0,20.034,0,0,0.25,5.05,0.05,17.1171,27.89,1097.097,0.7,0,6.884,396.6994,3598.1391,0,0,0,0,0,0,0,0,62.8301,0,0,0,0.436,0,478.1682,167.3269,1363.8891,20.2,0,145.9181,5611.175,10394.5435,0,0,0
Oaxaca,20,20510,Santo Domingo Ixcatlán,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,0,7,189,0,0,0,0,0,0,5,8,0,0,0,0,0,0.25,0,0.257,0,11.92,2.6,0,6.961,102.7507,0,0,0,0,0,0,2.1,6.8344,0,0,0,0,0,0.3,0,4.1058,0,6.1408,67.736,0,18.8728,85.8957,0,0,0,0,0,0,6.379,0
Oaxaca,20,20511,Santo Domingo Nuxaá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,11,638,0,0,0,0,0,0,0,13,0,0,0,0.125,0,0.5,0,0.1,0.1,243.825,0.14,0,12.25,898.775,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0.2,0,0.009,0.02,47.846,0.8498,0,4.15,323.165,0,0,0,0,0,0,0,0
Oaxaca,20,20512,Santo Domingo Ozolotepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,191.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.2,0,0,0,64.629,0,0,0,0,0,0,0,0
Oaxaca,20,20513,Santo Domingo Petapa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,123,4,3,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144.004,2.25,4.5,1,962.376,0,0,0,0,4,0,0.25,0,0,0,0,0,0,21,0,0,0,52.6808,0.149,3.5,0,570.8005,0,0,0,0,6,0,0.056,0
Oaxaca,20,20514,Santo Domingo Roayaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,60,109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31.5,0,0,26.055,142.625,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,8.7804,0,0,20.04,275.9527,0,0,0,0,0,0,0,0
Oaxaca,20,20515,Santo Domingo Tehuantepec,0,81,0,0,0,0,0,0,0,0,0,0,0,0,26,12,9,73,44,2,27,24,1,20,54,6,0,0,0,0,0,286,0,0,5,83,3,8,18,1783,14,0,83,31,368,0,0,0,0,0,0,0,0,299.7294,0,2.25,3.2575,84.5135,0.55,20.04,34.2,3696.4564,18.672,0,76.535,114.5,2325.1158,0,0.62,0,0,0,0,0,0,710.5861,0,0.75,0.225,9.8246,0.4,46.94,75.37,2532.5461,141.0389,0,644.3144,1573.76,3956.0266,0,0.06,0
Oaxaca,20,20516,Santo Domingo Teojomulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,25,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,0,0,29.1,598.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6618,0,0,38.3356,767.9359,0,0,0,0,0,0,0,0
Oaxaca,20,20517,Santo Domingo Tepuxtepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,188,0,0,0,164,0,0,149,743,0,0,0,0,0,0,0,0,0,0,0,0,0,220.5519,0,0,0.008,165.885,0,0,142.04,672.9839,0,0,0,0,0,0,0,0,0,0,0,0,0,2151.603,0,0,0,21.2366,0,0,188.9512,691.3893,0,0,0,0,0,0,0,0
Oaxaca,20,20518,Santo Domingo Tlatayápam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.53,0,0,1.43,44.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7674,0,0,0.9206,11.9341,0,0,0,0,0,0,0,0
Oaxaca,20,20519,Santo Domingo Tomaltepec,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,43,0,0,7,229,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8382,0,0,0,36.403,0.0135,0,9.1059,228.5416,0,0,0,1.05,0.47,0,0.0135,0,0,0,0,0,0,0.383,0,0,0,3.9805,0.2851,0,23.2726,88.0172,0,0,0,0.18,0.03,0,0,0
Oaxaca,20,20521,Santo Domingo Tonaltepec,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,41,5,0,0,71,0,0,0,0,0,0,0,14,0,0,0,0.65,0,0.14,0,0,0,22.1,1.3372,0,0,58.385,0,0,0,0,0,0,0,12.13,0,0,0,0.15,0,0.17,0,0,0,0.05,26.7611,0,0,0.78,0,0,0,0,0,0,0,0
Oaxaca,20,20520,Santo Domingo Tonalá,0,32,0,0,0,0,0,0,0,0,0,0,0,0,42,2,83,45,8,0,29,2,0,0,84,0,0,0,0,0,0,129,0,4,197,381,14,5,53,846,0,0,0,7,0,0,15,0,0,0,0,0,0,287.2655,0,1.25,139.5588,494.1832,0.65,7,43.0409,1562.2827,0,0,0.5,4.8675,1.5,0,6.005,0,0,0,0,0,0,214.5369,0,4,98.9587,51.6892,23.168,59.125,40.7738,1333.122,0,0,0.1,97.3804,6,0,3.359,0
Oaxaca,20,20522,Santo Domingo Xagacía,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575,0,0,2.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,1.25,41.15,0,0,0,0,0,0,0,0
Oaxaca,20,20523,Santo Domingo Yanhuitlán,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,9,4,0,7,7,0,7,0,1,0,0,0,14,0,12,0,0,0,113,12,3,4,226,0,0,0,0,0,0,0,64,0,0,0,16.5985,0,7.2574,0.3687,0,0,166.7397,1.9314,14.5929,4.24,382.6786,0,0,0,0.25,0,0,0.25,144.0385,0,0,0,126.524,0,3.0043,0.4436,0,0,50.5888,27.0821,23.2949,0.003,164.7812,0,0,0,0.25,0,0,3,0
Oaxaca,20,20524,Santo Domingo Yodohino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.79,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1.0606,0,0,0,14.0976,0,0,0,0,0,0,0,0
Oaxaca,20,20525,Santo Domingo Zanatepec,11,80,4,0,3,0,0,0,4,5,0,1,0,0,15,4,8,22,3,0,12,44,11,4,4,0,0,0,0,0,0,9,0,0,0,8,0,25,9,474,10,0,20,17,12,0,0,0,0,0,0,0,0,10,0,0,2,16,0,82.37,13.5,1201.8744,15,0,42.6516,36.67,43.0881,0,0,0,0,0,0,0,0,12.2017,0,0,0,5.8191,0,552.2334,35.6926,2008.4393,136.0443,0,355.5805,340.5376,95.8244,0,0,0
Oaxaca,20,20530,Santo Tomás Jalieza,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,8,2,1,1,0,0,0,0,0,0,0,152,0,0,0,288,0,0,59,413,0,0,0,0,0,0,0,0,0,0,0,0,0,259.113,0,0,0,468.094,0,4.25,101.185,640.395,0,0,0,1.75,1.25,0,0,0,0,0,0,0,0,2.681,0,0,0,10.4048,0,93.7975,59.0933,241.7925,0,0,0,10.335,3,0,0,0
Oaxaca,20,20531,Santo Tomás Mazaltepec,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,1,36,0,18,5,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,40,50,269,0,0,0,11,0,0,0,0,0,0,0,0.425,0,0.25,0,0,0,33.84,0,63.59,73.959,477.1024,0,0,0,4.2015,0,0,0,0,0,0,0,6.671,0,3,0,0,0,7.456,0,415.296,83.1726,179.8941,0,0,0,46.219,0,0,0,0
Oaxaca,20,20532,Santo Tomás Ocotepec,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,20,0,33,0,0,0,102,0,0,205,324,0,19,0,0,0,0,0,12,0,0,0,11.705,0,35.525,0,0.0008,0,104.38,0,0,191.79,350.1198,0,14.5775,0,0,0,0,0.3,9.8,0,0,0,27.2971,0,22,0,0.0062,0,15.7436,0,0,157.1238,175.0869,0,23.103,0,0,0,0,0.7,0
Oaxaca,20,20533,Santo Tomás Tamazulapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,105,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,61.95,0,0.5,0,167.035,0,0,2.75,299.565,0,0,0,0,0,0,0,0,0,0,0,0,0,177.6738,0,0,0,26.7979,0,0,1.7,186.4525,0,0,0,0,0,0,0,0
Oaxaca,20,20526,Santos Reyes Nopala,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,10,134,0,10,283,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,10.07,0,0,9,141.3352,1,15.2,455.1612,1662.9407,0.006,0,0.006,0,0,0,1.005,0,0,0,0,0,0,10.08,0,0,6.235,62.9365,0.051,139.325,536.9776,1437.59,0.1,0,0.2,0,0,0,0.625,0
Oaxaca,20,20527,Santos Reyes Pápalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,0,0,35,226,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,41.85,0.25,0,41.275,291.975,0,0,0,0,0,0,2.25,0,0,0,0,0,0,2.2,0,0,0,3.1073,2,0,30.8675,217.8845,0,0,0,0,0,0,6,0
Oaxaca,20,20528,Santos Reyes Tepejillo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,0,3,0,0,0,12,0,0,0,0,0,0,34,0,0,0,37,0,0,12,150,0,0,0,0,0,0,3,0,0,0,0,0,0,54.85,0,0.09,0,50.1,0,0,21.01,232.844,0,0,0,0,0,0,5.25,0,0,0,0,0,0,2.426,0,1,0,4.235,0,0,35.2925,116.8,0,0,0,0,0,0,8,0
Oaxaca,20,20529,Santos Reyes Yucuná,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,48,0,0,11,69,0,0,0,0,0,0,0,0,0,0,0,0,0,79.125,0,0,0,59.5,0,0,8.875,82.26,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944,0,0,0,3.8623,0,0,3.89,41.94,0,0,0,0,0,0,0,0
Oaxaca,20,20537,Silacayoápam,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,120,0,3,3,169,4,5,63,676,0,0,0,0,0,0,0,0,0,0,0,0,0,339.055,0,2.025,1.75,391.2549,0.01,17,145.7403,1557.9669,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,2205.7311,0,11.4,0.712,19.6042,0,264.84,334.7505,780.8623,0,0,0,1,0,0,0.03,0
Oaxaca,20,20538,Sitio de Xitlapehua,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,54,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,34,0,0,0,233.71,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.185,0,0,0,6.42,0,0,0,59.3036,0,0,0,0,0,0,1,0
Oaxaca,20,20539,Soledad Etla,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,3,11,0,7,1,0,0,0,0,0,0,0,0,0,6,0,0,0,30,3,13,5,103,0,0,0,22,6,0,0,0,0,0,0,0,0,5.4175,0,0,0.32,18.9054,1.8483,12.355,3.1984,101.8784,0,0,0,15.197,5.53,0,0.66,0,0,0,0,0,0,2.6695,0,0,0.625,12.7827,9.3561,166.3105,12.9215,96.09,0,0,0,136.9874,7.16,0,1,0
Oaxaca,20,20031,Tamazulápam del Espíritu Santo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,7,419,0,0,781,287,0,19,0,0,0,0,0,0,0,0,0,0,0,194.076,0,0,3.1309,296.7552,0,0,640.5197,193.7668,0,19.275,0,0,0,0,0,0,0,0,0,0,0,2892.3847,0,0,0.2102,17.7789,0,0,368.9175,103.8542,0,2.255,0,0,0,0,0,0
Oaxaca,20,20541,Tanetze de Zaragoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,80,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,38.93,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.177,0,0,29.705,5.6,0,0,0,0,0,0,0,0
Oaxaca,20,20542,Taniche,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,18,0,0,0,0,0,0,0,0,0,0,49,0,0,0,101,4,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9265,0,0.5,0,58.3678,1.95,0,5.25,305.5832,0,0,0,0,0,0,0.25,0,0,0,0,0,0,15.3265,0,0.1,0,22.7833,37.33,0,6.005,188.1599,0,0,0,0,0,0,3,0
Oaxaca,20,20543,Tataltepec de Valdés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,26,0,0,0,14,0,0,0,0,0,0,10,0,0,5,80,7,0,39,734,0,0,0,0,0,0,0,0,0,0,0,0,0,5.025,0,0,2,33.425,1.3,0,38.25,735.0542,0,0,1.25,0,0,0,0,0,0,0,0,0,0,12.17,0,0,0.93,25.9734,8.68,0,68.1618,1123.1372,0,0,17.3,0,0,0,0,0
Oaxaca,20,20544,Teococuilco de Marcos Pérez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,13,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.25,0.25,0,6.125,36.75,0,1.25,0,0,0,0,0,4,0,0,0,0,0,0,0,0.3,0,1.443,6,0,3.63,17.8101,0,0.65,0,0,0,0,0,0
Oaxaca,20,20545,Teotitlán de Flores Magón,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,19,0,2,1,0,0,1,0,0,0,0,0,0,6,0,0,0,115,6,0,3,216,11,0,0,0,0,0,11,0,0,0,0,0,0,5.4,0,2,0.54,136.6,1.25,1,2.3,266.771,21.9442,0,1.25,0.5,0,0,12.95,0,0,0,0,0,0,24.078,0,0.14,0.134,68.4687,0.5,0.5,19.685,433.8671,354.7796,0,1.48,0,0,0,78.884,0
Oaxaca,20,20546,Teotitlán del Valle,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,71,0,0,77,305,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9272,0,0.095,0,104.086,0,0,96.5321,391.7004,0,0,0.095,3.5,0,0,0,0,0,0,0,0,0,112.9282,0,0.06,0,1.4005,0,0,31.3545,112.0691,0,0,4.1876,1,0,0,0,0
Oaxaca,20,20547,Teotongo,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,1,0,0,2,3,0,1,0,0,0,0,0,10,0,4,0,0,0,41,7,0,3,132,0,0,0,0,0,0,3,36,0,0.25,0,12.275,0,2.75,1.5,0,0.5,43.3,0.57,0.75,2.75,145.904,0,0,0,0,0,0,0.85,48.255,0,0,0,0,0,36.78,0,0,0.04,7.1091,1.4002,0,5.895,76.7673,0,0,0,0,0,0,3.12,0
Oaxaca,20,20548,Tepelmeme Villa de Morelos,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,1,0,0,11,5,0,0,0,1,0,0,0,44,0,4,25,0,0,118,4,9,0,250,0,0,0,0,0,0,0,92,0,0.5,0,94.81,0,6.1,38.525,0,0,164.1885,1.5,18.2,3.5,481.8362,0,0,0,0,0,0,0,197.9772,0,0,0,361.6975,0,62.9531,8.7851,0,0,22.7431,29.9608,96.694,0.15,141.9783,0,0,0,0,0,0,0,0
Oaxaca,20,20551,Tlacolula de Matamoros,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,27,34,0,15,3,1,0,0,1,0,0,0,0,0,49,0,0,0,75,5,6,31,789,0,0,0,5,0,0,3,0,0,0,0,1,0,108.652,0,0.3,0.002,181.0722,1.232,9.06,38.4409,1255.3413,0,0,0,3.96,0.2,0,0.46,0,0,0,0,0,0,551.7543,0,1.3214,0.001,9.3731,27.9079,128.13,32.1665,379.161,0,0,0,17.046,1.4714,0,1.579,0
Oaxaca,20,20552,Tlacotepec Plumas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,25,0,0,0,95,0,0,0,0,0,0,0,19,0,0.25,0,28.28,0,0,9,0,0,21.75,0,1.25,0,180.3985,0,0,0,0,0,0,0,25.25,0,0,0,28.15,0,0,0.55,0,0,0,0,0,0,103.2629,0,0,0,0,0,0,0,0
Oaxaca,20,20553,Tlalixtac de Cabrera,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,0,9,7,4,2,0,1,0,0,0,0,0,117,0,0,0,110,0,0,41,267,0,0,0,0,0,0,0,0,0,0,0,0.25,0,138.5145,0,0.1,0.75,128.7799,0.2,0,38.4858,314.0552,0,0,0,0.578,0,0,0,0.5,0,0,0,0.45,0,507.6227,0,1,0.45,7.8991,10.112,0,36.5008,98.5031,0,0,0,0.65,0,0,0,0
Oaxaca,20,20554,Totontepec Villa de Morelos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,213,0,41,527,462,0,7,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0.5,317.335,0,85.55,798.83,699.935,0,1.264,0,0,0,0,0,0,0,0,0,0,0,48.35,0,0,0.15,42.3872,0,76.9312,465.2114,450.616,0,1.756,0,0,0,0,0,0
Oaxaca,20,20555,Trinidad Zaachila,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,3,2,0,2,6,2,3,0,0,0,0,0,0,0,45,0,0,0,163,3,11,56,698,0,0,0,4,0,0,14,0,0,0,0,0,0,61.057,0,0.9421,3.0351,74.8115,5.5798,43.053,60.631,786.2749,0,0,0.283,3.8,0,0,4.06,0,0,0,0,0,0,19.65,0,13.7919,14.4799,34.801,114.9329,916.5384,128.0393,714.1819,0,0,7.2769,50.26,0,0,18.72,0
