sta_name,sta_code,mun_code,mun_name,Tractor Tipo 1 (unidades),Tractor Tipo 2 (unidades),Arados T1 (unidades),Cultivadora T1 (unidades),Desmalezadoras T1 (unidades),Equipo de aspersión de pesticidas T1 (unidades),Equipo de bombeo T1 (unidades),Fertilizadora T1 (unidades),"Otras maquinarias, equipos o implementos T1 (unidades)",Rastras T1 (unidades),Remolque T1 (unidades),Sembradoras T1 (unidades),Sierra T1 (unidades),Trilladoras T1 (unidades),Arados T2 (unidades),Cultivadora T2 (unidades),Desmalezadoras T2 (unidades),Equipo de aspersión de pesticidas T2 (unidades),Equipo de bombeo T2 (unidades),Fertilizadora T2 (unidades),"Otras maquinarias, equipos o implementos T2 (unidades)",Rastras T2 (unidades),Remolque T2 (unidades),Sembradoras T2 (unidades),Sierra o motosierra T2 (unidades),Trilladoras T2 (unidades),Productores de Algodón,Productores de Amaranto,Productores de Arroz,Productores de Avena forrajera,Productores de Brócoli,Productores de Calabaza/calabacita,Productores de Cebada grano,Productores de Cebolla,Productores de Chile,Productores de Frijol,Productores de Jitomate (Tomate rojo),Productores de Maíz forrajero,Productores de Maíz grano amarillo,Productores de Maíz grano blanco,Productores de Melón,Productores de Papa,Productores de Sandia,Productores de Sorgo forrajero,Productores de Sorgo grano,Productores de Soya,Productores de Tomate de cáscara (tomatillo),Productores de Trigo grano,Superficie sembrada de Algodón (ha),Superficie sembrada de Amaranto (ha),Superficie sembrada de Arroz (ha),Superficie sembrada de Avena forrajera (ha),Superficie sembrada de Brócoli (ha),Superficie sembrada de Calabaza/calabacita (ha),Superficie sembrada de Cebada grano (ha),Superficie sembrada de Cebolla (ha),Superficie sembrada de Chile (ha),Superficie sembrada de Frijol (ha),Superficie sembrada de Jitomate (Tomate rojo) (ha),Superficie sembrada de Maíz forrajero (ha),Superficie sembrada de Maíz grano amarillo (ha),Superficie sembrada de Maíz grano blanco (ha),Superficie sembrada de Melón (ha),Superficie sembrada de Papa (ha),Superficie sembrada de Sandia (ha),Superficie sembrada de Sorgo forrajero (ha),Superficie sembrada de Sorgo grano (ha),Superficie sembrada de Soya (ha),Superficie sembrada de Tomate de cascara (Tomatillo) (ha),Superficie sembrada de Trigo grano (ha),Producción de Algodón (ton),Producción de Amaranto (ton),Producción de Arroz (ton),Producción de Avena forrajera (ton),Producción de Brócoli (ton),Producción de Calabaza/calabacita (ton),Producción de Cebada grano (ton),Producción de Cebolla (ton),Producción de Chile (ton),Producción de Frijol (ton),Producción de Jitomate (Tomate rojo) (ton),Producción de Maíz forrajero (ton),Producción de Maíz grano amarillo (ton),Producción de Maíz grano blanco (ton),Producción de Melón (ton),Producción de Papa (ton),Producción de Sandia (ton),Producción de Sorgo forrajero (ton),Producción de Sorgo grano (ton),Producción de Soya (ton),Producción de Tomate de cáscara (tomatillo) (ton),Producción de Trigo  (ton)
Aguascalientes,1,1001,Aguascalientes,285,1040,69,37,9,17,2,10,116,52,27,50,0,12,457,320,34,61,3,19,524,371,172,309,0,54,0,0,0,49,5,16,0,6,13,178,7,1591,29,802,0,0,0,10,5,0,0,0,0,0,0,423.78,10.9169,37.38,41.869,50.7696,45.9762,345.8325,15.7696,13719.6093,233.835,6019.7733,0,0,0,99.2,30.17,0,10,0,0,0,0,10311.6739,194.7123,243.9288,97.0189,1189.6,565.3554,174.9579,502.445,339873.3523,997.6648,22008.7552,0,0,0,1408.016,89.5788,0,0,0
Aguascalientes,1,1002,Asientos,200,986,70,39,16,21,4,13,75,39,25,25,0,4,488,348,57,59,2,10,439,499,148,399,0,10,0,0,0,204,9,87,0,69,18,1275,36,690,52,2053,0,0,0,4,0,0,79,0,0,0,0,765.99,104.8271,307.7852,0,619.1817,96.7343,3286.0518,368.7523,4587.2771,177.805,9618.8066,0,0,0,9.62,6,0,467.64,0,0,0,0,13862.8365,1685.3329,2390.2775,0,19237.8124,1624.172,1597.5972,18244.3542,152522.1552,506.9692,13855.6288,0,0,0,173.24,23.6,0,10359.9572,0
Aguascalientes,1,1003,Calvillo,53,227,16,5,12,21,9,1,31,14,17,8,1,1,49,17,315,449,94,5,98,26,15,26,28,2,0,0,0,19,0,41,0,0,6,53,15,262,15,836,0,0,0,49,20,0,5,0,0,0,0,53.3524,2.7,48.595,1.5,16.4,8,41.168,14.71,972.6302,47.44,2016.9773,0.25,0,1,168.175,38.9966,0,42.5,0,0,0,0,542.7484,47.169,192.8164,7,519.958,135.861,37.5357,471.277,14532.262,196.4423,4869.0259,1,0,3,2424.4461,153.5982,0,768.545,0
Aguascalientes,1,1004,Cosío,48,369,17,11,7,8,1,6,27,15,3,12,0,4,154,205,28,56,0,14,144,210,59,128,0,9,0,0,0,35,7,0,0,0,21,80,3,337,10,421,0,0,0,0,0,0,3,0,0,0,0,122.205,12.069,2.25,0,0,49.717,140.66,7.7,1450.8873,31.75,1551.1395,0,0,0,16.11,0,0,6.16,0,0,0,0,2857.0484,168.2064,18.7875,0,0,692.6405,183.806,245.63,60974.8832,302.2972,5745.0826,0,0,0,495.19,0,0,138.56,0
Aguascalientes,1,1010,El Llano,46,830,16,15,2,2,0,2,19,11,10,13,0,1,372,353,24,20,0,1,280,384,227,412,0,25,0,0,0,44,0,9,0,0,5,895,0,323,21,1612,0,0,0,0,3,0,0,0,0,0,0,109.56,0,7.94,0,0,38.01,2847.47,13.94,3026.266,277.43,10794.807,0,0,0,10.51,21.5,0,12,3,0,0,0,1379.12,0,1.52,0,0,483.3322,942.17,442.8294,46142.8338,881.4,18774.3807,0,0,0,6,3,0,330,0.3
Aguascalientes,1,1005,Jesús María,83,316,32,13,5,6,1,3,57,19,16,22,0,1,170,97,33,34,10,8,213,133,61,94,0,4,0,0,0,67,9,17,0,35,5,38,8,347,11,649,0,0,0,0,0,0,4,0,0,0.512,0,392.265,168.985,14.5677,30.85,85.0463,56.6666,41.7534,74.5,1965.3007,32.88,2075.3256,0,0,0,7.5,2.0623,0,12,0,0,0.0384,0,8461.3057,2390.488,34.8069,168.4,2975.7605,975.7902,21.0244,2514.25,63158.2197,152.0192,6092.0952,0,0,0,102.11,6.2492,0,289.3083,0
Aguascalientes,1,1006,Pabellón de Arteaga,152,329,44,26,13,25,4,8,77,37,39,37,0,7,132,119,30,30,2,5,136,144,64,128,0,8,0,0,0,122,0,0,0,0,6,90,5,525,10,250,0,0,0,3,0,0,4,0,0,0,0,940.81,57.845,2,0,3.505,15.59,149.1135,30.28,4137.6417,40.55,1081.8235,0,0,0,5.25,13.0079,0,100.005,0.5,0,0,0,20373.7575,911.7522,12.8897,0,100.1391,258.2604,101.1583,963.632,188613.2108,288.1506,2304.0697,0,0,0,285.705,41.042,0,2775.8,3.355
Aguascalientes,1,1007,Rincón de Romos,126,633,36,22,10,15,0,5,71,34,38,27,0,2,356,284,46,106,11,14,262,339,119,272,0,6,0,0,0,99,6,14,0,9,19,171,11,893,11,585,0,0,0,0,0,0,0,0,0,0,0,663.21,123.5,18.15,0,82.055,159.57,214.755,42.18,6277.7995,47.75,2918.2892,0.002,0,36.006,3,0,0,39,0,0,0,0,16349.4533,1997.675,106.45,0,2366.7526,2638.8814,156.8762,1321.862,264204.8649,410.8173,6647.4165,0.02,0,610.02,11.73,0,0,834.02,0
Aguascalientes,1,1011,San Francisco de los Romo,120,196,23,12,5,19,5,6,54,22,33,17,0,7,111,68,17,14,3,3,108,104,53,82,0,4,0,0,0,27,10,8,0,9,7,64,0,211,6,204,0,0,0,0,0,0,3,0,0,0,0,268.48,427.2,46.12,0,151.55,48.711,115.22,18.5,1938.9812,25.21,1107.6185,0,0,0,4.32,4.7,0,28.5,0,0,0,0,6643.1662,5827.5938,402.32,0,4717.3673,781.667,108.7556,600.4,79131.9166,24.9651,1063.8597,0,0,0,50.6736,3.6,0,593.985,0
Aguascalientes,1,1008,San José de Gracia,5,171,3,1,1,1,0,0,1,3,2,2,0,0,57,30,2,13,1,4,51,52,16,37,1,2,0,0,0,27,0,8,0,0,0,63,0,94,24,714,0,0,0,4,0,0,0,0,0,0,0,119.37,0,5.975,0,0,0,61.9173,0,397.6978,43.687,2594.8846,0,0,0,14.61,0,0,0,0,0,0,0,433.58,0,12.05,0,0,0,32.8169,0,6779.8071,271.7659,3032.8567,0,0,0,196.04,0,0,0,0
Aguascalientes,1,1009,Tepezalá,59,445,25,13,3,10,0,4,26,17,9,13,0,3,182,177,32,40,0,11,167,201,67,175,0,4,0,0,0,60,0,0,0,8,7,271,12,295,6,1114,0,0,0,0,0,0,0,0,0,0,0,244.04,4.4,1,0,22.33,29.225,554.523,46.71,2103.1828,23.44,4781.1824,0,0,0,0,1,0,21.2,0,0,0,0,5648.1661,58.2955,5,0,600.6916,395.7945,180.532,1733.284,105645.6007,69.5242,10789.8247,0,0,0,0,4,0,477.21,0
Baja California,2,2001,Ensenada,460,900,123,44,17,77,5,10,112,124,8,30,2,17,254,131,28,122,9,5,194,291,7,45,1,5,0,0,0,79,26,162,16,63,110,0,89,6,0,17,14,0,32,0,0,0,81,0,0,1.5726,0,2172.96,95.639,895.801,1032.108,534.0919,998.3903,1,658.0028,26.6,0,54.5623,83.3082,125,153.06,20,0,0,761.1776,761.8,0,2.6784,0,8941.54,1389.1566,6323.0311,261.2916,13517.3779,35285.2686,1,26568.707,1103.251,0,458.8873,1483.1595,3923.516,3419.507,542.75,0,0,17818.0158,919.4572
Baja California,2,2002,Mexicali,1491,3848,308,137,76,61,24,49,584,190,7,179,0,116,531,335,128,92,5,73,1162,408,4,260,3,118,533,0,0,292,28,8,0,98,13,0,3,28,12,70,11,0,10,257,8,0,33,1921,18957.9157,0,0,6878.2999,1117.2054,15.16,0,6289.9247,74.2136,0.026,2.25,1246.18,453.96,1296.2782,44.13,0,76.94,4224.6208,103.895,0,328.1616,45873.8143,74027.6027,0,0,257374.9957,18735.235,230.0212,0,112958.3843,2504.6782,0.0134,81.3074,53434.6698,5093.4312,14534.9245,778.0206,0,973.4224,165831.1524,483.4033,0,8377.3836,285596.015
Baja California,2,2005,Playas de Rosarito,39,51,4,1,0,0,0,0,8,5,0,2,0,1,8,7,2,0,2,0,9,16,0,2,0,0,0,0,0,20,0,12,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,271,0.6616,15.851,7,0.583,10.6902,0.25,1.6626,19.5,0,1.89,1.0002,0,5.5,17.5,0,0,8.4116,5.24,0,0,0,1690.5,10.4554,59.3505,0,8.2937,29.025,0,56.1059,822.655,0,15.568,40,0,71.0956,154.375,0,0,122.0396,33.0356
Baja California,2,2007,San Felipe ,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.6,0,8.52,0,0.9,1.5,0.1,0,0.3,0,2,0,0.2,1.5,0,0,0,0,0,0,0,0,660.807,0,73.4285,0,28.28,4,0.1795,0,0,0,11.2,0,0,44.34,0,0,0,0,0
Baja California,2,2006,San Quintin,444,365,99,58,7,38,4,3,114,51,2,9,0,3,97,37,6,54,13,4,70,58,2,9,0,3,0,0,0,5,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.5,0,7.031,5,10,5.63,0,4,0.5,0,0,0,0,0,0,0,0,16,0,0,0,0,1066.535,0,73.6961,5,114.87,201.3,0,136.23,453.36,0,0,0,0,0,0,0,0,0,0
Baja California,2,2003,Tecate,51,85,3,0,1,1,4,0,32,5,4,2,0,0,13,5,3,1,1,0,33,14,10,8,0,0,0,0,0,14,0,81,0,149,19,0,28,8,0,4,0,0,8,12,0,0,0,13,0,0,0,637.98,177.3908,374.9058,168.5,1036.5443,66.151,78.5,195.6316,63.8,0,16,7.6608,0,14.1608,34.12,0,0,35,142.5,0,0,0,4187.7,2751.3396,3000.5591,10,27357.2146,2354.8885,48.7254,6827.7854,577.118,0,44.8,38.23,0,112.95,1065.125,0,0,2213.84,121.582
Baja California,2,2004,Tijuana,63,56,2,1,1,0,0,0,37,4,0,1,0,0,6,0,1,0,1,0,23,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baja California Sur,3,3001,Comondú,518,450,121,103,67,62,1,27,190,117,7,66,1,19,51,32,56,27,2,5,172,50,3,16,0,1,0,0,0,0,0,4,0,14,18,11,11,13,0,160,0,0,0,13,9,0,4,0,0,0,0,56,0,5.27,0,18.3791,196.6,84.4332,90.8,269.25,3.15,3740.0346,23,1646.13,14.02,39.5,109.5,0,34,3937.097,0,0,0,1453.51,0,59.9333,0,638.409,6781.985,127.7796,5939.2793,7583.775,29.47,30873.0724,635.26,60137.2447,412.9517,1861.36,671.955,0,1006.4,24101.7526
Baja California Sur,3,3003,La Paz,143,264,42,18,6,11,4,3,50,39,11,16,0,1,106,83,19,36,19,6,125,122,31,24,1,3,0,0,0,0,4,49,0,47,146,39,70,34,0,14,18,0,29,30,7,0,29,0,0,0,0,0,3.02,60.21,0,127.0495,476.0109,93.118,593.3228,121.35,23,43.7666,110.06,0,39.52,82.9165,13.125,0,73.3051,4,0,0,0,0,30,440.76,0,4496.0037,11385.522,133.7646,39948.967,3380.617,126.14,273.9261,2917.3059,0.03,414.5863,4659.8585,87.1662,0,1976.731,29
Baja California Sur,3,3009,Loreto,8,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,5.54,0,4.3,0,0,0.25,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48,0,119.29,0,7.49,0,0,0.3,1,0,0,0,0,0,0,0,0
Baja California Sur,3,3008,Los Cabos ,9,99,0,0,0,1,1,0,3,1,0,0,0,0,2,8,0,5,1,0,32,11,0,1,0,0,0,0,0,0,0,19,0,18,21,33,135,38,8,16,0,0,11,29,3,0,6,0,0,0,0,0,0.7,17.75,0,5.026,13.105,49.755,200.2071,68.48,10.48,32.1938,0.6,0,5.31,57.61,1.5,0,22.22,0,0,0,0,0,6.08,43.87,0,24.0415,71.2206,53.4282,9844.792,1556.715,93.1642,83.6785,4.93,0,54.4588,2108.4666,14.5,0,633.387,0
Baja California Sur,3,3002,Mulegé,51,73,10,4,6,2,4,1,29,12,2,1,0,0,22,15,10,5,4,2,34,15,0,2,0,0,0,0,0,0,0,15,0,19,17,4,40,6,0,0,0,0,0,7,0,0,7,0,0,0,0,8,1.25,21.55,0,16.565,24.19,6.25,534.5599,10,0,1.5,0.75,0,8.25,14.25,0,0,20.65,0,0,0,0,213.36,4.16,248.5067,0,316.6125,709.7527,21.5,32494.8413,261.9,0,2.26,13.45,0,87.625,798.2854,0,0,455.8,0
Campeche,4,4010,Calakmul,13,63,1,1,24,3,20,0,14,5,2,1,15,0,8,4,2421,175,579,0,100,7,0,3,561,0,0,0,0,0,0,987,0,0,815,651,6,473,471,4158,5,0,17,0,0,0,0,0,0,0.05,2.02,0,0,1235.36,0,0.5,940.15,457.76,5.97,919.95,964.73,7703.74,3.51,0,12.77,0.25,2,0,0,0,0,0,1.01,0,0,245.18,0,0,3860.78,99.83,21.42,2462.1472,892.7692,6072.6304,0.51,0,18.79,4,2,0,0,0
Campeche,4,4001,Calkini,9,15,0,0,0,2,0,0,3,1,0,1,1,0,4,0,40,107,24,0,114,10,0,9,76,5,0,0,0,0,0,373,0,0,10,141,0,63,207,1162,0,0,14,0,0,0,0,0,0,0,0,0,0,493.85,0,0.62,3.7,141.47,1.24,127.34,405.77,3166.31,0.2,0,3.74,0,0,0,0,0,0,0,0,0,0,90.46,0,0.03,5.84,29.29,62.94,1123.67,568.28,5239.77,0,0.52,12.82,0,0,0,0,0
Campeche,4,4002,Campeche,244,529,10,29,46,77,9,2,91,90,18,59,20,34,95,38,187,577,182,0,1634,153,19,129,167,49,0,0,6,0,0,645,0,17,21,55,23,138,308,3507,7,0,10,5,253,351,0,0,0,12.16,588.8234,0,0,1581.5748,0,1.7315,24.52,31.7453,42.3588,936.3087,3126.4085,23443.5952,5.65,0,276.04,65.9,4301.7778,9390.1592,0,74.95,0,21.0816,2787.0835,0,0,552.3947,0,19.2335,148.1589,12.6218,1632.6149,19022.1249,8049.6961,60843.2567,67.86,0,6706.1534,2026.24,10118.9812,11402.1122,0,132.6617
Campeche,4,4011,Candelaria,165,185,15,5,177,79,104,0,72,55,9,15,97,4,9,3,1618,606,441,0,178,28,5,11,690,3,0,0,53,0,0,323,0,0,24,612,7,251,207,3577,9,0,25,0,0,0,0,0,0,0,62.64,0,0,489.8253,0,0,27.4335,465.6321,6.9527,803.5421,570.3065,10215.6163,4.19,0,14.7382,5.5,10,0,0,0,0,0,54.3127,0,0,288.4668,0,0,127.262,176.0525,45.4012,12778.7958,1239.1984,19505.7244,0.955,0,38.2987,30,42.2,0,0,0
Campeche,4,4003,Carmen,214,301,9,2,73,8,21,0,27,33,20,8,20,1,7,0,194,23,102,1,61,32,10,11,130,3,0,0,8,0,0,509,0,0,45,110,10,303,162,1330,17,0,41,0,0,0,0,0,0,0,4937.4972,0,0,1138.4829,0,1,33.685,131.4576,10.47,879.7202,566.6186,6966.3191,10.908,0,30.528,12,0,0,0.58,0,0,0,24145.2806,0,0,420.34,0,3,134.784,60.3627,59.045,9653.4552,1361.299,11288.5329,18.3414,0,77.2128,16,0,0,1.5,0
Campeche,4,4004,Champotón,129,332,12,11,54,23,25,5,45,35,2,15,19,6,18,50,224,182,122,0,190,50,7,10,197,8,0,0,10,0,0,1485,0,0,38,282,11,455,472,2813,7,0,33,11,33,0,0,0,0,0,1049.251,0,0,2923.1781,0,0,10.9053,272.9982,6.09,3148.621,1550.9894,8965.5467,3.1733,0,22.2718,100.2629,4775.2242,1473.7622,0,0,0,0,4200.1048,0,0,1493.0515,0,0,14.2712,97.5286,26.9,56375.0716,3591.1169,15253.524,3.5325,0,45.4568,1620.2464,10694.0636,2749.3192,0,0
Campeche,4,4013,Dzitbalché,0,0,5,0,3,45,4,0,71,6,0,3,8,2,0,0,6,6,3,0,7,11,1,8,7,5,0,0,0,0,0,52,0,0,0,11,6,0,35,535,0,0,3,0,0,0,0,0,0,0,0,0,0,86.83,0,0,2.2,6.94,10,0,130.3,2235.88,0.04,0,3,0,0,0,0,0,0,0,0,0,0,44.04,0,0,13.5,2.09,400.64,0,347.49,5351.86,0.17,0,8,0,0,0,0,0
Campeche,4,4009,Escárcega,75,127,8,1,64,18,47,1,36,26,7,6,31,2,10,4,1169,253,261,0,177,28,3,2,450,4,0,0,9,0,0,822,0,0,48,484,15,92,419,2748,8,0,13,0,0,0,0,0,0,0,1900.37,0,0,1120.0107,0,0,25.6113,252.844,2.306,278.821,941.1397,5950.3826,0.368,0,6.97,1,3,0,0,2,0,0,10481.4104,0,0,409.7287,0,0,58.8737,88.5794,7.6008,3795.6894,1196.8228,5622.5337,0.335,0,33.3,16,6.2052,0,0,3.5401
Campeche,4,4005,Hecelchakán,19,389,0,0,2,3,1,0,0,8,0,3,2,2,22,0,32,141,24,1,183,140,7,90,31,64,0,0,0,0,0,297,0,0,4,99,57,75,313,2420,6,0,58,0,87,112,0,0,0,0,0,0,0,575.8674,0,0.3011,6.0332,115.8451,295.7426,226.3281,1606.9434,13652.7645,0.5659,0,283.0989,7.43,373.5487,1145.4214,0,0,0,0,0,0,0,215.6816,0,4.9019,104.2344,43.9026,10696.9096,4035.962,4569.9592,39083.4083,3.8896,0,5603.9308,118.88,879.0193,1881.6374,0,0
Campeche,4,4006,Hopelchén,335,1352,5,15,19,105,9,3,40,151,7,124,3,80,7,7,87,412,56,0,642,546,41,483,44,190,0,0,0,0,0,561,0,0,135,79,135,46,781,6222,0,0,30,20,554,1419,0,0,0,0,1,0,0,2635.398,0,0,241.9628,101.2307,185.1212,464.5516,6348.0078,35072.9249,1.2467,0,340.4618,98.276,9668.4735,34558.7897,0,0,0,0,4.88,0,0,1115.2224,0,0,4437.0255,29.8214,7505.04,7812.7317,18334.0263,95408.4115,42.0639,0,7318.082,1420.416,21717.5153,47627.7849,0,0
Campeche,4,4007,Palizada,51,58,0,0,6,3,0,1,4,4,0,2,0,1,1,1,21,4,3,0,8,2,0,3,2,1,0,0,15,0,0,21,0,0,6,3,0,118,19,221,4,0,4,0,0,0,0,0,0,0,2439.4974,0,0,63.4838,0,0,1.5418,40.5733,1,713.473,65.815,1324.9993,0.9081,0,1.1525,0,20,50,0,0,0,0,9714.7966,0,0,90.879,0,0,0.212,22.3195,2.5,11798.2223,110.0223,2812.6644,9.1548,0,21.6709,0,40,100,0,0
Campeche,4,4012,Seybaplaya,2,2,0,1,1,2,0,0,0,1,0,0,0,1,18,0,113,351,36,0,526,0,0,2,30,4,0,0,0,0,0,40,0,0,0,22,0,30,100,138,4,0,21,0,0,0,0,0,0,0,0,0,0,27.94,0,0,0.3,19.1,0,35.38,109.93,233.92,0.78,0,7.7,0,0,0,0,0,0,0,0,0,0,34.07,0,0,0,5.93,0,94.59,152.47,352.99,1.04,0,98.49,0,0,0,0,0
Campeche,4,4008,Tenabo,27,93,0,0,6,6,3,0,7,11,1,8,7,5,3,1,58,132,36,0,103,48,3,38,76,16,0,0,0,0,0,224,0,0,0,124,0,56,146,1420,5,0,15,0,15,24,0,0,0,0,0,0,0,220.6671,0,0,0.0006,59.7583,3.25,229.3959,975.1816,7096.6325,0.1366,0,18.574,6.5,180.8633,441.4433,0,0,0,0,0,0,0,156.7286,0,0,0.011,32.5219,185,4688.3297,2951.5022,20487.7551,0.57,0,643.6796,104,375.4728,741.1649,0,0
Chiapas,7,7001,Acacoyagua,5,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,9,0,1,1,0,0,0,0,112,0,0,4,0,0,0,118,0,0,52,593,0,0,0,0,0,0,0,0,0,0,72.17,0,0,3.32,0,0,0,63.36,0,3,57.01,712.58,0.5,0,4.5,0,0,0,0,0,0,0,89.02,0,0,9.6,0,0,0,36.45,0,46.14,64.63,1109.55,2,0,15,0,0,0,0,0
Chiapas,7,7002,Acala,5,45,2,0,0,0,0,0,6,2,0,2,0,0,2,0,1,82,3,3,27,3,5,3,0,1,0,0,0,0,0,27,0,0,4,88,0,35,150,1433,0,0,0,18,25,0,0,0,0,0,0,0,0,40.84,0,0,3.5,206.41,1,168.81,374.13,6023.37,3,0,2,91.22,219.98,0,0,0,0,0,0,0,0,457.47,0,0,51.18,131.75,50.46,50.46,3337.145,917.8563,12977.3979,3.4,61.59,1691.2944,506.4881,0,0,0
Chiapas,7,7003,Acapetahua,69,96,4,1,6,4,1,2,8,7,7,3,0,3,3,,19,11,2,0,25,13,8,3,5,1,0,0,13,0,0,10,0,0,14,63,3,57,66,1092,4,0,4,0,0,0,0,0,0,0,12.02,0,0,4.64,0,0,4.935,49.9618,0.8325,197.5,135.8625,1992.7667,2.5625,0,6,4,0,0,0,0,0,0,10.71,0,0,16.67,0,0,7.1332,35.3818,3.1046,3913.6546,284.1303,4357.7851,50.9094,0,20,80.08,0,0,0,0
Chiapas,7,7113,Aldama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,260,0,0,333,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0.03,205.41,0,0,215.7,470.25,0,0.16,0,0,0,0,0.5,0,0,0,0,0,0,3.6,0,0,0.01,38.27,0,0,162.97,1358.98,0,1.33,0,0,0,0,1.45,0
Chiapas,7,7004,Altamirano,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2258,0,0,2409,1383,0,0,0,0,0,0,11,0,0,0,0,0,0,32.7,0,0,0.01,1753.98,0.5,0,3388.89,1955.79,0,0.25,0,0,0,0,10.06,0,0,0,0,0,0,480.26,0,0,0.1,299.12,1.76,0,2765.05,1569.18,0,0.2,0,0,0,0,9.36,0
Chiapas,7,7005,Amatán,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,24,0,0,0,960,0,0,71,2551,0,0,0,0,0,0,0,0,0,0,9.42,0,0,40.74,0,0,0.58,707.3,0,0,59.56,3103.45,0,0,0,0,0,0,1.16,0,0,0,6.17,0,0,77,0,0,0.46,342.72,0,0,92.68,2759.64,0,0,0,0,0,0,10.25,0
Chiapas,7,7006,Amatenango de la Frontera,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,484,0,0,0,0,0,0,0,0,0,0,20,0,0,3,190,4,4,282,814,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05,0,0.002,1.12,110.8333,3.284,3.6,417.7389,952.109,0,0,0,0,0,0,0,0,0,0,0,0,0,169.78,0,0.025,0.158,39.479,3.0758,79.452,348.2177,1577.3904,0,0,0,0,0,0,0,0
Chiapas,7,7007,Amatenango del Valle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,4,0,1075,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573.51,1.5,0,1844.26,647.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.79,26.03,0,1968.46,646.07,0,0,0,0,0,0,0,0
Chiapas,7,7008,Ángel Albino Corzo,1,2,0,0,0,1,1,0,10,0,0,0,1,1,1,0,0,1,1,0,1025,1,0,0,15,0,0,0,0,0,0,6,0,0,3,497,0,0,120,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0.515,360.59,0.5,1.5,213.503,2207.1023,0,0,0,0,0,0,0.25,0,0,0,0,0,0,22.84,0,0,0.07,270.6953,0,33.105,819.0729,6423.2517,0,0,0,0,0,0,0,0
Chiapas,7,7009,Arriaga,31,68,7,0,8,2,2,2,21,14,3,5,0,0,21,0,19,105,32,0,90,115,0,90,2,9,0,0,0,0,0,16,0,0,0,5,0,149,67,507,4,0,19,57,127,0,0,0,0,0,0,0,0,20.5,0,0,0.15,4.5,0,675.5,218.86,1528.173,4.8566,0,33,206,591.38,0,0,0,0,0,0,0,0,10.99,0,0,0.04,1.08,0,10599.745,496.2824,3162.3209,43.3934,0,326.45,3900.05,1588.94,0,0,0
Chiapas,7,7010,Bejucal de Ocampo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,215,316,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.68,0,1.5,242.1,301.54,0,49.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,1.4,195.88,358.46,0,723.03,0,0,0,0,0,0
Chiapas,7,7011,Bella Vista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,5,37,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.65,0,9,57.98,1074.53,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,156.49,93.47,1553.55,0,2,0,0,0,0,0,0
